194.94	5.40
195.21	5.40
195.48	5.40
195.75	-1.10
196.02	-3.20
196.29	-5.00
196.56	0.90
196.83	15.10
197.10	8.60
197.37	1.50
197.64	11.20
197.91	7.90
198.18	7.70
198.45	3.80
198.72	4.00
198.99	5.90
199.26	-1.20
199.53	8.80
199.80	7.90
200.07	9.40
200.34	6.60
200.61	3.30
200.87	-1.60
201.14	5.20
201.41	10.10
201.68	0.60
201.95	3.50
202.22	3.70
202.49	10.90
202.76	15.40
203.03	4.20
203.30	0.40
203.57	1.80
203.84	3.40
204.11	8.70
204.38	6.00
204.65	2.90
204.92	9.20
205.19	4.60
205.46	8.00
205.73	5.60
206.00	5.30
206.27	6.90
206.54	1.20
206.80	4.90
207.07	-0.80
207.34	-3.40
207.61	-4.40
207.88	-2.30
208.15	10.10
208.42	8.70
208.69	7.30
208.96	11.00
209.23	10.70
209.50	1.60
209.77	-1.20
210.04	1.00
210.31	3.80
210.58	0.50
210.85	3.80
211.11	1.00
211.38	6.70
211.65	8.80
211.92	10.00
212.19	12.10
212.46	-1.10
212.73	0.70
213.00	6.80
213.27	8.60
213.54	7.90
213.81	11.20
214.08	13.20
214.35	4.20
214.62	7.20
214.88	0.10
215.15	2.50
215.42	1.80
215.69	-9.50
215.96	-2.70
216.23	4.90
216.50	7.60
216.77	6.60
217.04	-0.60
217.31	-6.30
217.58	-1.20
217.85	-2.60
218.12	3.60
218.38	1.90
218.65	8.60
218.92	8.10
219.19	2.00
219.46	1.60
219.73	-1.30
220.00	-2.70
220.27	2.40
220.54	6.20
220.81	9.60
221.08	0.80
221.34	1.00
221.61	3.20
221.88	-3.00
222.15	1.30
222.42	8.50
222.69	3.70
222.96	12.20
223.23	17.30
223.50	5.00
223.77	4.20
224.03	1.90
224.30	4.40
224.57	3.30
224.84	4.10
225.11	2.20
225.38	1.50
225.65	2.60
225.92	8.30
226.19	4.40
226.46	5.70
226.72	5.60
226.99	0.60
227.26	6.20
227.53	9.80
227.80	-0.40
228.07	-0.20
228.34	5.70
228.61	8.90
228.88	10.80
229.14	-0.80
229.41	0.00
229.68	8.80
229.95	2.30
230.22	1.40
230.49	7.70
230.76	10.10
231.03	3.80
231.29	3.80
231.56	0.70
231.83	6.10
232.10	7.00
232.37	-3.80
232.64	-1.00
232.91	-2.20
233.18	0.00
233.44	4.50
233.71	6.90
233.98	14.70
234.25	5.70
234.52	6.40
234.79	8.80
235.06	10.50
235.33	0.60
235.59	1.30
235.86	-2.40
236.13	1.70
236.40	2.00
236.67	3.40
236.94	5.70
237.21	1.60
237.47	1.70
237.74	3.50
238.01	-0.70
238.28	-0.30
238.55	-1.60
238.82	9.90
239.09	-1.60
239.35	7.00
239.62	7.80
239.89	3.50
240.16	5.50
240.43	10.10
240.70	6.90
240.97	6.60
241.23	2.10
241.50	3.90
241.77	-2.20
242.04	-1.20
242.31	7.40
242.58	-0.20
242.84	2.10
243.11	-0.20
243.38	4.30
243.65	8.60
243.92	5.70
244.19	4.70
244.46	0.10
244.72	3.10
244.99	8.30
245.26	6.00
245.53	5.30
245.80	10.70
246.07	2.00
246.33	-2.10
246.60	3.50
246.87	5.20
247.14	4.70
247.41	6.60
247.68	8.10
247.94	13.50
248.21	0.10
248.48	4.20
248.75	3.20
249.02	4.50
249.29	3.80
249.55	5.80
249.82	2.10
250.09	1.00
250.36	0.50
250.63	1.70
250.89	-0.30
251.16	-4.00
251.43	-6.10
251.70	-2.60
251.97	-0.20
252.24	3.00
252.50	8.00
252.77	-1.40
253.04	-0.60
253.31	-2.00
253.58	-5.00
253.84	-2.90
254.11	0.70
254.38	-6.50
254.65	2.90
254.92	-2.50
255.19	-1.40
255.45	-3.80
255.72	2.50
255.99	5.50
256.26	2.80
256.53	4.90
256.79	-0.40
257.06	-6.30
257.33	-2.30
257.60	-1.30
257.87	-0.10
258.13	7.40
258.40	8.50
258.67	6.80
258.94	-1.40
259.21	8.20
259.47	7.10
259.74	3.20
260.01	-1.00
260.28	5.40
260.55	3.20
260.81	0.40
261.08	1.00
261.35	-1.40
261.62	-0.50
261.89	-5.10
262.15	0.70
262.42	-0.50
262.69	6.80
262.96	-2.10
263.23	-3.80
263.49	5.20
263.76	8.60
264.03	4.10
264.30	0.00
264.56	-1.70
264.83	1.70
265.10	3.30
265.37	6.00
265.64	0.70
265.90	-1.40
266.17	-4.40
266.44	1.70
266.71	9.00
266.97	6.40
267.24	1.90
267.51	3.10
267.78	0.10
268.05	3.60
268.31	0.20
268.58	7.60
268.85	4.00
269.12	-1.80
269.38	3.40
269.65	-3.40
269.92	-4.60
270.19	-8.90
270.45	3.60
270.72	-1.80
270.99	8.40
271.26	2.50
271.53	2.70
271.79	3.00
272.06	5.90
272.33	-0.40
272.60	-6.00
272.86	-4.10
273.13	11.60
273.40	7.00
273.67	0.50
273.93	-3.30
274.20	-1.80
274.47	-1.50
274.74	6.50
275.00	2.70
275.27	2.80
275.54	-1.80
275.81	8.20
276.07	8.40
276.34	-0.70
276.61	8.70
276.88	1.70
277.14	-0.80
277.41	9.80
277.68	-1.20
277.95	4.70
278.21	3.40
278.48	7.40
278.75	4.10
279.02	5.20
279.28	6.50
279.55	0.70
279.82	5.30
280.09	6.60
280.35	-0.60
280.62	1.80
280.89	-1.80
281.16	-0.50
281.42	8.10
281.69	5.70
281.96	13.00
282.22	12.60
282.49	0.20
282.76	9.50
283.03	7.40
283.29	3.00
283.56	-0.60
283.83	-3.40
284.10	-2.60
284.36	6.40
284.63	3.20
284.90	-0.60
285.16	-2.10
285.43	6.20
285.70	5.50
285.97	-1.80
286.23	1.90
286.50	0.50
286.77	4.90
287.04	3.60
287.30	4.00
287.57	2.80
287.84	9.50
288.10	3.60
288.37	10.70
288.64	12.80
288.91	9.00
289.17	3.70
289.44	14.20
289.71	17.20
289.97	9.90
290.24	7.40
290.51	3.80
290.78	9.60
291.04	13.70
291.31	3.20
291.58	12.40
291.84	7.50
292.11	7.00
292.38	6.90
292.64	3.30
292.91	1.80
293.18	4.50
293.45	4.50
293.71	10.00
293.98	2.60
294.25	-6.00
294.51	0.70
294.78	1.60
295.05	0.00
295.31	2.00
295.58	6.70
295.85	0.90
296.12	1.40
296.38	-0.90
296.65	5.30
296.92	7.30
297.18	1.70
297.45	2.60
297.72	9.80
297.98	6.50
298.25	5.90
298.52	6.90
298.78	6.20
299.05	6.50
299.32	9.30
299.58	0.40
299.85	2.90
300.12	3.50
300.39	5.00
300.65	0.50
300.92	3.00
301.19	4.10
301.45	16.50
301.72	3.40
301.99	9.30
302.25	2.90
302.52	4.60
302.79	-4.70
303.05	-4.50
303.32	5.50
303.59	3.50
303.85	-3.70
304.12	1.80
304.39	1.60
304.65	9.00
304.92	5.10
305.19	7.30
305.45	7.90
305.72	2.60
305.99	1.20
306.25	-5.60
306.52	-1.10
