194.94	6.90
195.21	6.90
195.48	6.90
195.75	1.30
196.02	-1.00
196.29	-6.60
196.56	0.40
196.83	11.00
197.10	10.50
197.37	4.30
197.64	6.50
197.91	4.40
198.18	8.70
198.45	2.00
198.72	1.10
198.99	4.40
199.26	-3.20
199.53	-3.30
199.80	0.00
200.07	-3.20
200.34	5.80
200.61	3.80
200.87	-1.40
201.14	7.20
201.41	-0.90
201.68	-7.10
201.95	-4.20
202.22	0.20
202.49	8.10
202.76	12.20
203.03	-2.00
203.30	1.80
203.57	9.60
203.84	10.30
204.11	6.10
204.38	5.50
204.65	6.50
204.92	9.80
205.19	-2.20
205.46	-3.00
205.73	-1.50
206.00	-2.20
206.27	5.30
206.54	-0.90
206.80	3.60
207.07	1.80
207.34	-12.50
207.61	0.30
207.88	0.40
208.15	3.90
208.42	2.70
208.69	2.80
208.96	6.90
209.23	10.00
209.50	4.70
209.77	-4.10
210.04	-1.00
210.31	-1.80
210.58	-5.90
210.85	3.70
211.11	-4.50
211.38	-7.60
211.65	-0.90
211.92	5.00
212.19	1.10
212.46	-9.50
212.73	1.40
213.00	5.20
213.27	11.30
213.54	10.30
213.81	11.40
214.08	2.30
214.35	0.70
214.62	-4.00
214.88	-2.80
215.15	-8.90
215.42	-5.10
215.69	-8.20
215.96	0.40
216.23	1.90
216.50	2.70
216.77	-3.10
217.04	0.00
217.31	-6.50
217.58	-0.40
217.85	-4.80
218.12	4.40
218.38	0.20
218.65	-0.80
218.92	-3.30
219.19	-9.30
219.46	-6.90
219.73	-2.90
220.00	-1.40
220.27	-5.00
220.54	-1.30
220.81	3.10
221.08	-6.50
221.34	-9.40
221.61	1.40
221.88	1.70
222.15	-1.70
222.42	6.40
222.69	5.80
222.96	6.40
223.23	11.80
223.50	4.60
223.77	-5.10
224.03	-2.40
224.30	3.60
224.57	-0.40
224.84	-1.00
225.11	-4.90
225.38	-1.90
225.65	9.10
225.92	6.40
226.19	3.60
226.46	-10.50
226.72	-3.00
226.99	2.20
227.26	10.90
227.53	15.70
227.80	-1.50
228.07	-2.60
228.34	0.70
228.61	3.20
228.88	6.60
229.14	2.20
229.41	3.90
229.68	7.70
229.95	4.20
230.22	5.30
230.49	10.40
230.76	3.10
231.03	-1.40
231.29	-0.60
231.56	-0.80
231.83	0.30
232.10	1.60
232.37	-4.40
232.64	-1.40
232.91	-2.60
233.18	3.30
233.44	1.80
233.71	3.70
233.98	8.70
234.25	0.80
234.52	7.90
234.79	3.70
235.06	3.20
235.33	-5.20
235.59	-1.70
235.86	-4.50
236.13	-3.10
236.40	-6.40
236.67	-1.30
236.94	0.60
237.21	-3.80
237.47	-7.40
237.74	5.40
238.01	-2.30
238.28	5.90
238.55	-2.80
238.82	8.10
239.09	3.70
239.35	3.20
239.62	5.90
239.89	2.90
240.16	1.60
240.43	0.90
240.70	-8.50
240.97	-0.70
241.23	-6.70
241.50	-1.40
241.77	-4.10
242.04	-2.00
242.31	6.00
242.58	-2.00
242.84	-7.20
243.11	-2.70
243.38	-1.30
243.65	-0.50
243.92	4.00
244.19	4.20
244.46	0.00
244.72	1.00
244.99	0.70
245.26	0.60
245.53	-2.20
245.80	4.80
246.07	0.40
246.33	1.80
246.60	6.50
246.87	1.90
247.14	4.80
247.41	-1.70
247.68	-2.30
247.94	-0.90
248.21	2.10
248.48	4.80
248.75	1.20
249.02	-11.40
249.29	-3.90
249.55	-1.60
249.82	-2.10
250.09	-8.00
250.36	-8.70
250.63	-4.40
250.89	-6.60
251.16	-10.80
251.43	-8.30
251.70	-10.70
251.97	-13.30
252.24	-16.70
252.50	-7.50
252.77	-5.10
253.04	-1.00
253.31	-6.10
253.58	-7.80
253.84	-1.60
254.11	7.80
254.38	7.30
254.65	6.00
254.92	2.30
255.19	-4.90
255.45	-13.50
255.72	0.20
255.99	2.80
256.26	-2.40
256.53	-2.80
256.79	-4.30
257.06	-7.30
257.33	-0.50
257.60	2.30
257.87	5.10
258.13	9.10
258.40	2.90
258.67	5.60
258.94	-0.20
259.21	3.40
259.47	2.20
259.74	-4.30
260.01	-9.70
260.28	2.60
260.55	-1.60
260.81	-9.00
261.08	-3.40
261.35	-4.00
261.62	2.40
261.89	-3.80
262.15	-6.10
262.42	-7.40
262.69	1.90
262.96	1.80
263.23	-2.00
263.49	3.50
263.76	6.90
264.03	8.30
264.30	0.30
264.56	-4.00
264.83	-5.00
265.10	-3.90
265.37	-7.40
265.64	-4.70
265.90	-1.20
266.17	-3.60
266.44	-3.10
266.71	-0.80
266.97	2.30
267.24	-4.00
267.51	-4.20
267.78	-5.50
268.05	-1.20
268.31	-1.10
268.58	3.00
268.85	-1.70
269.12	-2.10
269.38	-2.20
269.65	-4.60
269.92	-4.50
270.19	-8.40
270.45	4.10
270.72	3.90
270.99	4.80
271.26	0.50
271.53	-1.30
271.79	7.00
272.06	9.60
272.33	-1.20
272.60	-11.40
272.86	-10.00
273.13	-1.00
273.40	7.80
273.67	3.20
273.93	-4.30
274.20	2.10
274.47	-3.40
274.74	5.40
275.00	-3.20
275.27	-3.10
275.54	-3.20
275.81	1.60
276.07	-1.70
276.34	-6.40
276.61	-0.20
276.88	-3.20
277.14	-2.50
277.41	-1.30
277.68	-1.10
277.95	3.20
278.21	6.70
278.48	9.30
278.75	4.80
279.02	-5.60
279.28	-4.50
279.55	-7.40
279.82	2.20
280.09	9.50
280.35	-2.70
280.62	2.80
280.89	-0.10
281.16	0.10
281.42	0.90
281.69	0.50
281.96	9.00
282.22	1.80
282.49	-9.50
282.76	4.00
283.03	1.10
283.29	5.50
283.56	2.10
283.83	0.30
284.10	-3.40
284.36	4.50
284.63	-6.30
284.90	-1.40
285.16	-3.50
285.43	-3.10
285.70	-2.80
285.97	-7.20
286.23	2.50
286.50	7.20
286.77	4.30
287.04	-1.20
287.30	0.40
287.57	0.50
287.84	4.50
288.10	1.00
288.37	2.30
288.64	1.80
288.91	-3.50
289.17	-4.00
289.44	3.90
289.71	6.20
289.97	-4.10
290.24	6.40
290.51	5.80
290.78	8.40
291.04	10.50
291.31	5.80
291.58	4.80
291.84	10.90
292.11	4.80
292.38	1.00
292.64	4.50
292.91	-2.30
293.18	-4.00
293.45	-6.20
293.71	0.50
293.98	-4.40
294.25	-6.00
294.51	-2.20
294.78	-5.50
295.05	-7.90
295.31	-2.60
295.58	3.90
295.85	-5.10
296.12	-2.20
296.38	1.60
296.65	-1.60
296.92	3.00
297.18	-1.00
297.45	7.30
297.72	2.90
297.98	0.30
298.25	-5.90
298.52	9.20
298.78	3.60
299.05	0.30
299.32	-2.50
299.58	-2.20
299.85	-2.80
300.12	-4.90
300.39	3.80
300.65	3.90
300.92	2.50
301.19	0.60
301.45	14.40
301.72	0.30
301.99	6.40
302.25	1.10
302.52	-0.50
302.79	-5.80
303.05	-3.70
303.32	-2.20
303.59	-1.90
303.85	-7.90
304.12	-3.10
304.39	-1.30
304.65	11.80
304.92	6.70
305.19	6.30
305.45	-3.00
305.72	-5.40
305.99	-8.00
306.25	-5.60
306.52	1.80
306.79	4.30
307.05	4.70
307.32	1.20
307.59	2.00
307.85	1.30
308.12	-3.40
308.39	5.80
308.65	1.60
308.92	5.60
309.19	6.50
309.45	2.20
309.72	-4.30
309.98	0.10
310.25	6.90
310.52	0.60
310.78	-0.90
311.05	3.20
311.32	0.40
311.58	-6.10
311.85	-1.10
312.12	-2.90
312.38	4.30
312.65	-3.50
312.92	3.00
313.18	4.60
313.45	-1.60
313.72	2.90
313.98	5.30
314.25	-3.40
314.51	-2.40
314.78	8.80
315.05	3.60
315.31	6.30
315.58	0.50
315.85	1.80
316.11	-0.70
316.38	-2.60
316.65	-13.20
