194.94	9.30
195.21	9.30
195.48	9.30
195.75	2.30
196.02	0.50
196.29	3.40
196.56	3.40
196.83	12.10
197.10	10.50
197.37	8.30
197.64	0.90
197.91	-0.20
198.18	9.20
198.45	12.00
198.72	11.60
198.99	11.50
199.26	10.00
199.53	12.60
199.80	12.30
200.07	18.20
200.34	15.20
200.61	15.40
200.87	6.80
201.14	3.70
201.41	11.80
201.68	12.20
201.95	11.50
202.22	7.30
202.49	10.30
202.76	12.10
203.03	6.00
203.30	13.30
203.57	14.60
203.84	14.40
204.11	16.60
204.38	9.50
204.65	10.50
204.92	11.40
205.19	12.00
205.46	8.00
205.73	11.90
206.00	19.60
206.27	16.10
206.54	19.90
206.80	17.70
207.07	13.60
207.34	7.60
207.61	10.40
207.88	12.90
208.15	15.30
208.42	14.20
208.69	8.90
208.96	10.20
209.23	15.30
209.50	13.30
209.77	13.80
210.04	13.60
210.31	14.90
210.58	19.10
210.85	13.70
211.11	16.00
211.38	11.10
211.65	5.40
211.92	1.30
212.19	9.00
212.46	16.60
212.73	8.30
213.00	5.00
213.27	5.90
213.54	10.00
213.81	6.10
214.08	6.80
214.35	16.30
214.62	23.30
214.88	10.20
215.15	9.70
215.42	10.80
215.69	12.70
215.96	15.30
216.23	6.50
216.50	5.80
216.77	17.30
217.04	6.80
217.31	6.50
217.58	13.10
217.85	18.30
218.12	11.80
218.38	6.10
218.65	9.00
218.92	18.90
219.19	10.90
219.46	16.50
219.73	8.00
220.00	11.30
220.27	5.20
220.54	6.60
220.81	14.90
221.08	18.20
221.34	6.60
221.61	7.60
221.88	7.50
222.15	8.10
222.42	10.40
222.69	7.00
222.96	13.70
223.23	16.20
223.50	12.00
223.77	8.70
224.03	5.10
224.30	11.50
224.57	12.60
224.84	15.10
225.11	2.00
225.38	7.40
225.65	5.40
225.92	5.00
226.19	10.20
226.46	16.60
226.72	9.60
226.99	6.90
227.26	7.20
227.53	16.00
227.80	13.20
228.07	8.90
228.34	12.80
228.61	16.50
228.88	7.80
229.14	4.60
229.41	10.60
229.68	25.50
229.95	16.50
230.22	14.80
230.49	10.10
230.76	12.10
231.03	13.50
231.29	11.90
231.56	12.60
231.83	14.20
232.10	16.30
232.37	10.20
232.64	5.00
232.91	7.80
233.18	10.20
233.44	14.30
233.71	10.10
233.98	8.10
234.25	12.30
234.52	9.40
234.79	16.20
235.06	17.20
235.33	12.10
235.59	10.40
235.86	14.80
236.13	11.10
236.40	13.40
236.67	15.00
236.94	15.80
237.21	20.70
237.47	19.50
237.74	11.10
238.01	15.00
238.28	7.50
238.55	8.10
238.82	12.70
239.09	10.00
239.35	20.00
239.62	8.90
239.89	9.30
240.16	11.70
240.43	19.50
240.70	14.80
240.97	10.10
241.23	9.00
241.50	13.00
241.77	4.90
242.04	6.90
242.31	19.50
242.58	16.90
242.84	3.30
243.11	3.70
243.38	10.40
243.65	20.10
243.92	26.50
244.19	12.70
244.46	7.20
244.72	11.60
244.99	20.80
245.26	20.70
245.53	21.50
245.80	15.20
246.07	13.40
246.33	11.90
246.60	8.10
246.87	11.00
247.14	8.00
247.41	8.20
247.68	7.30
247.94	14.80
248.21	9.40
248.48	11.90
248.75	12.10
249.02	16.70
249.29	8.30
249.55	8.00
249.82	11.40
250.09	20.90
250.36	12.70
250.63	6.60
250.89	4.40
251.16	10.40
251.43	5.80
251.70	5.60
251.97	6.20
252.24	15.40
252.50	10.80
252.77	3.20
253.04	2.00
253.31	17.00
253.58	10.40
253.84	9.50
254.11	11.10
254.38	10.90
254.65	11.00
254.92	12.90
255.19	16.10
255.45	19.70
255.72	18.40
255.99	17.80
256.26	18.10
256.53	10.00
256.79	15.00
257.06	14.50
257.33	8.90
257.60	12.90
257.87	14.90
258.13	8.50
258.40	15.00
258.67	10.00
258.94	8.90
259.21	7.30
259.47	7.10
259.74	4.00
260.01	15.10
260.28	6.70
260.55	8.00
260.81	6.50
261.08	6.10
261.35	12.80
261.62	7.20
261.89	10.10
262.15	14.20
262.42	11.00
262.69	12.90
262.96	18.20
263.23	18.40
263.49	15.50
263.76	10.00
264.03	11.50
264.30	12.40
264.56	6.70
264.83	11.90
265.10	21.80
265.37	16.40
265.64	13.00
265.90	20.40
266.17	20.40
266.44	18.40
266.71	20.00
266.97	12.00
267.24	14.20
267.51	9.80
267.78	10.80
268.05	11.40
268.31	17.00
268.58	11.30
268.85	17.30
269.12	15.60
269.38	17.20
269.65	14.90
269.92	15.80
270.19	19.80
270.45	15.60
270.72	15.20
270.99	4.40
271.26	6.20
271.53	14.00
271.79	16.00
272.06	14.20
272.33	12.90
272.60	14.50
272.86	10.80
273.13	9.80
273.40	10.80
273.67	18.90
273.93	16.70
274.20	13.40
274.47	6.90
274.74	8.00
275.00	11.80
275.27	10.90
275.54	12.20
275.81	12.30
276.07	12.80
276.34	16.40
276.61	11.50
276.88	12.40
277.14	14.70
277.41	15.00
277.68	7.90
277.95	7.60
278.21	7.20
278.48	0.80
278.75	15.60
279.02	16.20
279.28	11.00
279.55	6.40
279.82	12.40
280.09	14.30
280.35	11.30
280.62	7.90
280.89	5.90
281.16	7.30
281.42	16.60
281.69	17.60
281.96	19.70
282.22	11.10
282.49	6.70
282.76	13.10
283.03	18.60
283.29	19.00
283.56	11.20
283.83	8.80
284.10	5.10
284.36	15.40
284.63	12.40
284.90	12.40
285.16	10.10
285.43	11.00
285.70	10.20
285.97	10.40
286.23	14.70
286.50	16.10
286.77	7.50
287.04	8.00
287.30	10.10
287.57	20.30
287.84	17.70
288.10	14.10
288.37	5.80
288.64	12.10
288.91	20.10
289.17	13.30
289.44	4.90
289.71	10.30
289.97	13.80
290.24	8.60
290.51	6.00
290.78	11.50
291.04	20.20
291.31	9.60
291.58	13.80
291.84	17.80
292.11	7.30
292.38	9.60
292.64	3.20
292.91	6.70
293.18	13.40
293.45	10.20
293.71	14.70
293.98	16.90
294.25	9.30
294.51	13.10
294.78	3.60
295.05	5.00
295.31	15.10
295.58	11.40
295.85	8.30
296.12	6.90
296.38	4.90
296.65	3.70
296.92	3.60
297.18	11.20
297.45	13.00
297.72	3.90
297.98	3.00
298.25	17.80
298.52	17.90
298.78	14.90
299.05	10.10
299.32	11.00
299.58	15.60
299.85	18.50
300.12	11.80
300.39	14.50
300.65	7.00
300.92	7.20
301.19	16.60
301.45	25.20
301.72	16.00
301.99	3.00
302.25	16.40
302.52	26.20
302.79	22.20
303.05	21.10
303.32	15.00
303.59	13.90
303.85	9.70
304.12	5.80
304.39	3.60
304.65	6.90
304.92	7.10
305.19	13.40
305.45	9.70
305.72	11.60
305.99	7.70
306.25	11.80
306.52	12.90
306.79	14.60
307.05	12.50
307.32	8.70
307.59	3.60
307.85	8.00
308.12	12.30
308.39	14.70
308.65	9.20
308.92	5.90
309.19	6.20
309.45	7.70
309.72	9.60
309.98	19.70
310.25	16.50
310.52	8.90
310.78	8.20
311.05	10.20
311.32	4.60
311.58	9.70
311.85	11.40
312.12	19.50
312.38	17.10
312.65	12.60
312.92	9.90
313.18	12.90
313.45	7.80
313.72	4.30
313.98	6.60
314.25	11.20
314.51	15.10
314.78	14.90
315.05	9.10
315.31	13.90
315.58	9.20
315.85	11.80
316.11	13.80
316.38	14.80
316.65	8.00
316.91	10.90
317.18	7.20
317.44	15.50
317.71	15.40
317.98	16.40
318.24	16.70
